bid_id,price,quantity,dispatch
155408,45.5619,0.005,8.940999999999974
13964f,45.5613,0.007,8.947999999999976
1b9f7a,45.5126,0.013,8.960999999999974
16ada8,45.5013,0.002,8.962999999999974
126e99,45.4983,0.003,8.965999999999974
10ecd1,45.478,0.017,8.982999999999976
15ac6c,45.4462,0.001,8.983999999999975
11ec2e,45.4251,0.001,8.984999999999975
1aff7a,45.4019,0.001,8.985999999999976
13cb25,45.365,0.008,8.993999999999975
1469ab,45.3388,0.008,9.001999999999976
1e7c2b,45.261,0.008,9.009999999999977
1bf0e8,45.2556,0.001,9.010999999999976
197f6a,45.2276,0.02,9.030999999999976
17cda7,45.193,0.009,9.039999999999976
1c7a18,45.1651,0.02,9.059999999999976
168142,45.1645,0.006,9.065999999999976
1b25b4,45.1625,0.004,9.069999999999975
16d387,45.158,0.016,9.085999999999975
15bd0c,45.0898,0.01,9.095999999999975
170bf0,45.0884,0.002,9.097999999999974
1965c0,45.0748,0.001,9.098999999999975
1bf439,45.0705,0.005,9.103999999999974
17e020,45.0538,0.013,9.116999999999976
1ffb0f,45.0083,0.002,9.118999999999975
18652d,44.9939,0.019,9.137999999999975
142b32,44.9701,0.006,9.143999999999975
17bcff,44.946,0.006,9.149999999999975
18b7e2,44.871,0.009,9.158999999999976
11569b,44.8689,0.009,9.167999999999976
143ad0,44.8045,0.013,9.180999999999976
127522,44.7858,0.006,9.186999999999976
1bb60f,44.7782,0.001,9.187999999999978
18b87a,44.7769,0.002,9.189999999999976
1c6dd8,44.7642,0.009,9.198999999999977
14b50c,44.6895,0.012,9.210999999999977
1cc9c8,44.6795,0.007,9.217999999999975
18e186,44.6233,0.003,9.220999999999975
1cec97,44.6108,0.007,9.227999999999977
1d5054,44.5887,0.015,9.242999999999975
146d17,44.587,0.013,9.255999999999975
1af103,44.5342,0.005,9.260999999999974
125220,44.5322,0.015,9.275999999999975
176824,44.4755,0.01,9.285999999999975
1146f8,44.4627,0.012,9.297999999999973
199d73,44.456,0.002,9.299999999999974
14ff97,44.4082,0.003,9.302999999999974
1e547b,44.4068,0.001,9.303999999999974
17d26a,44.37,0.008,9.311999999999975
10d9ac,44.3177,0.01,9.321999999999974
15764b,44.2452,0.008,9.329999999999973
1c640c,44.1325,0.019,9.348999999999975
17af40,44.0869,0.02,9.368999999999975
1c8db0,44.0676,0.017,9.385999999999974
110431,44.0596,0.005,9.390999999999973
16bf2f,44.054,0.007,9.397999999999975
16c3ed,44.0386,0.01,9.407999999999973
173a93,44.0131,0.016,9.423999999999975
17e7a6,43.9945,0.001,9.424999999999974
184c96,43.9838,0.005,9.429999999999975
1f2b1b,43.963,0.002,9.431999999999974
1cead1,43.8877,0.004,9.435999999999973
15f209,43.8843,0.013,9.448999999999973
1f45f7,43.8537,0.014,9.462999999999973
1bffd3,43.8304,0.011,9.473999999999974
110c7b,43.735,0.002,9.475999999999974
13373a,43.7206,0.009,9.484999999999975
15f30e,43.5668,0.01,9.494999999999973
1a75ed,43.5648,0.003,9.497999999999973
1ef72c,43.5496,0.008,9.505999999999974
122c81,43.4961,0.015,9.520999999999972
146a6c,43.4713,0.013,9.533999999999974
1d30bc,43.4412,0.006,9.539999999999974
1bb9ba,43.4149,0.014,9.553999999999974
1a3535,43.356,0.003,9.556999999999974
17d072,43.3492,0.008,9.564999999999973
14f214,43.3254,0.002,9.566999999999974
128bb7,43.3172,0.01,9.576999999999973
17086c,43.2742,0.009,9.585999999999974
12ae7d,43.2159,0.004,9.589999999999973
1ea8bb,43.1699,0.004,9.593999999999973
105bcc,43.1375,0.003,9.596999999999973
137f2e,43.1351,0.001,9.597999999999974
1df63e,43.117,0.009,9.606999999999974
12176c,43.1143,0.012,9.618999999999973
19b420,43.0706,0.014,9.632999999999974
1ab728,43.0659,0.007,9.639999999999972
1e67ef,43.0146,0.016,9.655999999999974
15992d,42.982,0.001,9.656999999999973
1f34f7,42.973,0.01,9.666999999999973
1c5065,42.9718,0.002,9.668999999999972
14df16,42.9623,0.013,9.681999999999974
1e5f2d,42.9551,0.017,9.698999999999973
1a4a6e,42.8683,0.008,9.706999999999972
152945,42.8137,0.008,9.714999999999973
10caa1,42.7621,0.003,9.717999999999973
1fdbb7,42.7547,0.014,9.731999999999974
11330d,42.7226,0.014,9.745999999999974
184f25,42.7186,0.018,9.763999999999974
1a889f,42.6851,0.002,9.765999999999973
184d2c,42.6846,0.01,9.775999999999973
1039d0,42.6717,0.006,9.781999999999973
154342,42.6653,0.003,9.784999999999973
1b1b32,42.6263,0.004,9.788999999999973
10485c,42.6084,0.003,9.791999999999973
17e53b,42.5929,0.004,9.795999999999973
1d7aae,42.5782,0.007,9.802999999999972
1d90ee,42.5613,0.007,9.809999999999972
1569e3,42.5535,0.013,9.822999999999972
114576,42.5506,0.018,9.840999999999973
1c70a9,42.5264,0.016,9.856999999999971
1d7a7e,42.4579,0.005,9.861999999999972
1f84c5,42.4552,0.007,9.868999999999971
117d4d,42.3998,0.002,9.87099999999997
1cc4e5,42.3954,0.013,9.883999999999972
19974e,42.3425,0.008,9.891999999999971
1d0dbe,42.3358,0.007,9.89899999999997
1362af,42.3129,0.006,9.904999999999971
1cf1c4,42.3068,0.012,9.91699999999997
19a537,42.246,0.002,9.91899999999997
1ddeb5,42.136,0.005,9.923999999999971
1d68a7,42.0875,0.012,9.93599999999997
1d910f,42.0874,0.006,9.94199999999997
1191a9,42.0402,0.013,9.95499999999997
12805e,41.9606,0.003,9.95799999999997
1455d9,41.95,0.009,9.96699999999997
1ac389,41.9266,0.012,9.97899999999997
106385,41.9011,0.012,9.99099999999997
196bf0,41.8682,0.001,9.991999999999969
19732d,41.7986,0.011,10.00299999999997
1d39eb,41.7658,0.003,10.00599999999997
1bb100,41.7049,0.008,10.013999999999971
14ea80,41.6867,0.014,10.02799999999997
163559,41.6712,0.007,10.03499999999997
1352d6,41.5773,0.006,10.04099999999997
1ceb12,41.5051,0.007,10.04799999999997
1ff308,41.4271,0.004,10.05199999999997
1386b9,41.3903,0.01,10.06199999999997
18b379,41.3658,0.01,10.071999999999969
1a4f30,41.3617,0.005,10.07699999999997
109fdc,41.3511,0.006,10.08299999999997
1cb497,41.3473,0.005,10.087999999999969
17a879,41.3419,0.002,10.089999999999968
1d5a6d,41.2616,0.015,10.104999999999968
1d7650,41.249,0.019,10.123999999999969
18d6b1,41.2305,0.007,10.130999999999968
1c2725,41.1399,0.006,10.136999999999968
10a999,41.0851,0.001,10.13799999999997
14cdbc,40.9733,0.008,10.145999999999969
1cbdf5,40.9628,0.007,10.152999999999968
15fe5f,40.931,0.001,10.153999999999968
1fc851,40.8808,0.006,10.159999999999968
146fef,40.7992,0.017,10.17699999999997
17b1c8,40.7468,0.01,10.18699999999997
15ddba,40.7257,0.003,10.18999999999997
1d7ac9,40.6881,0.004,10.193999999999969
1e607d,40.6796,0.002,10.19599999999997
1a4093,40.6739,0.003,10.19899999999997
1308d0,40.6633,0.001,10.199999999999969
106ba4,40.5547,0.002,10.20199999999997
129bc6,40.5543,0.004,10.205999999999968
19ce2e,40.5169,0.006,10.211999999999968
1068e5,40.3885,0.006,10.217999999999968
162c0c,40.3793,0.018,10.235999999999969
172bb8,40.206,0.02,10.255999999999968
1d2850,39.9743,0.004,10.259999999999968
1b2a29,39.8743,0.008,10.267999999999969
17bc27,39.8493,0.006,10.273999999999969
1f58fc,39.8295,0.002,10.275999999999968
1002cf,39.8116,0.009,10.284999999999968
1b8d51,39.8076,0.008,10.292999999999967
131772,39.8001,0.007,10.299999999999969
16292e,39.7319,0.015,10.314999999999968
1dad1b,39.7229,0.006,10.320999999999968
1f1859,39.6282,0.007,10.327999999999967
10205f,39.5494,0.018,10.345999999999968
15940b,39.505,0.015,10.360999999999967
1ab03b,39.4985,0.002,10.362999999999968
13f0f3,39.4198,0.003,10.365999999999968
1340d1,39.3451,0.003,10.368999999999968
147984,39.3142,0.001,10.369999999999967
11a3de,39.3078,0.007,10.376999999999967
1d3aac,39.2822,0.01,10.386999999999967
1effa2,39.2748,0.011,10.397999999999968
1157a7,39.209,0.002,10.399999999999967
1df6ec,39.1958,0.005,10.404999999999966
1d9ca0,39.1541,0.001,10.405999999999967
1bf52a,39.1434,0.004,10.409999999999966
13409c,39.1154,0.013,10.422999999999966
133583,39.0809,0.003,10.425999999999966
16e623,38.9727,0.001,10.426999999999968
117feb,38.968,0.001,10.427999999999967
16f94d,38.933,0.002,10.429999999999968
1a318a,38.9221,0.006,10.435999999999968
196c4f,38.9206,0.013,10.448999999999966
182887,38.8431,0.002,10.450999999999967
1fd77e,38.7472,0.02,10.470999999999966
17e1ff,38.7471,0.004,10.474999999999966
12c318,38.7217,0.016,10.490999999999966
16ddde,38.6776,0.02,10.510999999999965
1252ea,38.6723,0.008,10.518999999999966
1036c0,38.4935,0.011,10.529999999999966
18d0a9,38.4568,0.005,10.534999999999965
1ec82a,38.3889,0.001,10.535999999999966
124c29,38.3231,0.011,10.546999999999965
1c9da3,38.3016,0.002,10.548999999999966
131cec,38.2142,0.02,10.568999999999965
18c33a,38.187,0.007,10.575999999999965
101100,38.0654,0.002,10.577999999999964
1299d2,38.0306,0.009,10.586999999999964
181e17,38.0163,0.002,10.588999999999965
12cd1f,37.9881,0.001,10.589999999999964
194e77,37.9411,0.017,10.606999999999966
11e1e5,37.8576,0.012,10.618999999999964
1796b0,37.8245,0.008,10.626999999999965
15a689,37.7731,0.016,10.642999999999965
1797a9,37.7183,0.008,10.650999999999964
180c7a,37.6243,0.02,10.670999999999964
198fc0,37.4935,0.003,10.673999999999964
12a421,37.4788,0.009,10.682999999999964
19cdd5,37.4676,0.002,10.684999999999965
147649,37.4541,0.009,10.693999999999965
1372b6,37.3363,0.004,10.697999999999965
1ce149,37.3244,0.003,10.700999999999965
195ab3,37.3012,0.006,10.706999999999965
176304,37.2804,0.018,10.724999999999966
1a0b64,37.1557,0.007,10.731999999999964
15de57,36.9891,0.01,10.741999999999965
146b74,36.9827,0.008,10.749999999999964
18bb62,36.863,0.008,10.757999999999964
10965c,36.8237,0.002,10.759999999999964
101b50,36.8061,0.001,10.760999999999964
144b7b,36.7749,0.007,10.767999999999965
17e793,36.7693,0.001,10.768999999999965
13c4e5,36.6846,0.02,10.788999999999964
1007a1,36.4343,0.01,10.798999999999964
1ae45b,36.4229,0.016,10.814999999999964
18f630,36.3144,0.008,10.822999999999965
19e367,36.3072,0.004,10.826999999999963
1ced63,36.2935,0.004,10.830999999999964
124044,36.1191,0.003,10.833999999999964
126b3b,36.0059,0.006,10.839999999999964
1a4203,35.9959,0.015,10.854999999999963
1ea885,35.9184,0.005,10.859999999999964
1241b0,35.6741,0.01,10.869999999999962
1bd804,35.6391,0.004,10.873999999999963
183895,35.624,0.016,10.889999999999961
168467,35.3996,0.016,10.905999999999963
108f83,35.3238,0.001,10.906999999999963
1e8a31,35.2625,0.003,10.909999999999963
1296e7,35.1804,0.012,10.921999999999962
123b9d,35.1324,0.011,10.932999999999963
1b981e,35.1279,0.013,10.945999999999962
1bfafc,35.1149,0.017,10.962999999999962
15a45e,35.0883,0.009,10.971999999999962
1f2b32,35.0704,0.006,10.977999999999962
1ab39c,35.0374,0.014,10.991999999999964
161b2e,34.9784,0.001,10.992999999999963
147388,34.888,0.015,11.007999999999964
1feba7,34.8051,0.011,11.018999999999963
13e42b,34.7817,0.003,11.021999999999963
198068,34.7495,0.011,11.032999999999964
1d1bee,34.7147,0.012,11.044999999999963
1f0654,34.706,0.016,11.060999999999964
10ce23,34.6017,0.011,11.071999999999964
18e424,34.5512,0.002,11.073999999999963
1c1e02,34.5354,0.018,11.091999999999963
16b1c9,34.4771,0.002,11.093999999999962
1abd24,34.4437,0.003,11.096999999999962
199a84,34.272,0.008,11.104999999999963
1d6cd4,34.1462,0.003,11.107999999999963
15eda7,33.989,0.006,11.113999999999963
1c586d,33.9888,0.01,11.123999999999963
1c2812,33.8715,0.016,11.139999999999963
101337,33.8381,0.003,11.142999999999963
10e0e4,33.7607,0.01,11.152999999999963
18e56b,33.4304,0.003,11.155999999999963
1bafb1,33.4278,0.005,11.160999999999962
1a68b9,33.423,0.003,11.163999999999962
18ebb0,33.3195,0.001,11.164999999999964
134279,33.2725,0.014,11.178999999999963
188436,33.266,0.004,11.182999999999964
1e24f0,33.1854,0.007,11.189999999999962
1abdee,33.1743,0.017,11.206999999999963
164cb9,33.1395,0.001,11.207999999999963
1f5bcb,33.0901,0.012,11.219999999999963
1ebeef,33.0282,0.009,11.228999999999964
1e54b5,32.9126,0.01,11.238999999999963
18099b,32.7823,0.004,11.242999999999963
11f3a8,32.7735,0.011,11.253999999999962
1631c5,32.7707,0.007,11.260999999999964
15e0f6,32.6071,0.003,11.263999999999964
14ca20,32.534,0.002,11.265999999999963
1dbff6,32.4755,0.001,11.266999999999964
1aaa4f,32.235,0.02,11.286999999999964
1c6141,32.0043,0.003,11.289999999999964
1374f0,31.9888,0.003,11.292999999999964
174b5c,31.8761,0.019,11.311999999999962
1e2eb1,31.775,0.015,11.326999999999963
1c391c,31.6439,0.02,11.346999999999962
187770,31.5362,0.001,11.347999999999963
1b276b,31.4445,0.009,11.356999999999964
1d67a1,31.3877,0.001,11.357999999999963
1ae95f,31.3839,0.01,11.367999999999963
104ef2,31.3194,0.02,11.387999999999963
163704,31.2668,0.008,11.395999999999962
146d52,31.2648,0.007,11.402999999999963
1f4927,30.9854,0.006,11.408999999999963
152388,30.7724,0.005,11.413999999999962
1d0f23,30.7536,0.013,11.426999999999962
1182bf,30.5884,0.001,11.427999999999962
1a380d,30.2988,0.004,11.431999999999963
1f6d8c,29.9942,0.004,11.43599999999996
1d6a8f,29.8845,0.013,11.448999999999963
176d5a,29.7632,0.007,11.45599999999996
142747,29.5359,0.008,11.463999999999961
1a1cb6,29.3269,0.009,11.472999999999962
13415d,29.2758,0.011,11.483999999999963
11145f,29.2095,0.018,11.501999999999962
141e9e,28.6426,0.017,11.518999999999963
101261,28.4229,0.02,11.538999999999962
13d4c9,28.3937,0.006,11.544999999999963
1028e3,28.3329,0.015,11.559999999999961
1f8129,27.5441,0.002,11.561999999999962
1133de,27.3919,0.01,11.57199999999996
1e554b,27.3345,0.003,11.57499999999996
16b495,27.2948,0.02,11.59499999999996
1ba3c3,27.2473,0.006,11.60099999999996
169e4a,26.9101,0.014,11.614999999999961
1088f3,26.1608,0.008,11.622999999999962
16e9e2,25.6329,0.007,11.62999999999996
13b85f,25.4244,0.005,11.63499999999996
19b533,25.3973,0.02,11.65499999999996
1c295e,25.1069,0.014,11.668999999999961
1a301f,24.9732,0.006,11.674999999999962
190793,23.9608,0.001,11.675999999999961
12a80a,21.5636,0.011,11.686999999999962
199966,18.3475,0.009,11.695999999999962
14a256,17.117,0.006,11.701999999999963
1715bb,14.9317,0.012,11.713999999999961
